Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
"Fine , but it cannot happen again if you want an “ A ” in the class .",neutral,dailydialog_19265,0,Speaker,dailydialog
it must have been a few years ago now .,neutral,dailydialog_19266,0,Speaker,dailydialog
You know our boss always trying to save the last penny . We have to use up the equipment first .,neutral,dailydialog_19267,0,Speaker,dailydialog
We export to Eastern Europe and the Far East . The domestic market accounts for about 40 percent of our total sales .,neutral,dailydialog_19268,0,Speaker,dailydialog
What kind of warrant ?,anger,dailydialog_19269,0,Speaker,dailydialog
"But after all , it is your decision , not mine .",neutral,dailydialog_19270,0,Speaker,dailydialog
"Here's your bill , sir . Could you please check it ?",neutral,dailydialog_19271,0,Speaker,dailydialog
"Your satisfaction is guaranteed , or we refund your money .",neutral,dailydialog_19272,0,Speaker,dailydialog
"Yes , no problem . It'll be ready by 2 p . m .",joy,dailydialog_19273,0,Speaker,dailydialog
"Yeah , why don ’ t you do that , and then you can give me a call sometime next week .",neutral,dailydialog_19274,0,Speaker,dailydialog
I really want to pick your brain about something I've been thinking a lot about .,neutral,dailydialog_19275,0,Speaker,dailydialog
"Yes , let's do it now .",joy,dailydialog_19276,0,Speaker,dailydialog
"If you take out the garbage and do the dishes , I'll think about it .",neutral,dailydialog_19277,0,Speaker,dailydialog
Yes . My name is Laura Wills .,neutral,dailydialog_19278,0,Speaker,dailydialog
"Now , sign your name on the back of the card .",neutral,dailydialog_19279,0,Speaker,dailydialog
It's fantastic !,joy,dailydialog_19280,0,Speaker,dailydialog
So are you going to get a new swimsuit ?,neutral,dailydialog_19281,0,Speaker,dailydialog
Nothing . The landlord pays .,neutral,dailydialog_19282,0,Speaker,dailydialog
"While I am at it , would it be possible to switch paint colors ?",neutral,dailydialog_19283,0,Speaker,dailydialog
"Which airport , ma'am ?",neutral,dailydialog_19284,0,Speaker,dailydialog
Make sure and come back in a couple of weeks .,joy,dailydialog_19285,0,Speaker,dailydialog
Sure . We'd like to have Black Forest Cake for dessert .,neutral,dailydialog_19286,0,Speaker,dailydialog
"Kobi Bryant and Shaquille O ’ Neal , they are the Los Angeles Lakers ’ star players .",neutral,dailydialog_19287,0,Speaker,dailydialog
It makes me sick .,anger,dailydialog_19288,0,Speaker,dailydialog
Great . See you then .,joy,dailydialog_19289,0,Speaker,dailydialog
"You too . Oh , I forgot to tell you one thing . A girl called this afternoon . She said she was your ex-girlfriend . She wanted you to call her back .",neutral,dailydialog_19290,0,Speaker,dailydialog
"Who ’ s calling , please ?",neutral,dailydialog_19291,0,Speaker,dailydialog
Let me show you the way . Please follow me .,joy,dailydialog_19292,0,Speaker,dailydialog
I don't understand the projected revenues .,neutral,dailydialog_19293,0,Speaker,dailydialog
"George , did you remember to buy the book ?",neutral,dailydialog_19294,0,Speaker,dailydialog
I fell down and hurt my arm .,sadness,dailydialog_19295,0,Speaker,dailydialog
That's good . Could you wrap it for me ?,joy,dailydialog_19296,0,Speaker,dailydialog
Who's that tall guy over there ?,neutral,dailydialog_19297,0,Speaker,dailydialog
Absolutely.She ' s a teacher of aerobics .,joy,dailydialog_19298,0,Speaker,dailydialog
You can count on it .,neutral,dailydialog_19299,0,Speaker,dailydialog
"skim , please . That'd be very nice . Thanks ... oh no . Janna , I'm so sorry , but I've got to go .",surprise,dailydialog_19300,0,Speaker,dailydialog
Fine . Well be there before then .,neutral,dailydialog_19301,0,Speaker,dailydialog
Do any of them have dancing figures ?,neutral,dailydialog_19302,0,Speaker,dailydialog
"Here you are . Seventy-five cents , please .",neutral,dailydialog_19303,0,Speaker,dailydialog
did you lend him a lot of money ?,neutral,dailydialog_19304,0,Speaker,dailydialog
Great ! I have a coupon for free popcorn at that theater !,joy,dailydialog_19305,0,Speaker,dailydialog
Tell that to my boss .,neutral,dailydialog_19306,0,Speaker,dailydialog
she doesn't usually wear lipstick . She thinks it makes her nose look too big .,neutral,dailydialog_19307,0,Speaker,dailydialog
Is there anything on sale today ?,neutral,dailydialog_19308,0,Speaker,dailydialog
"If you want spicy food , then I'd recommend going to a Thai , Indian or Chinese restaurant . How about that Chinese buffet on Cowley Road ?",joy,dailydialog_19309,0,Speaker,dailydialog
Thank you . Then I think it's time for us to sign a letter of intent .,neutral,dailydialog_19310,0,Speaker,dailydialog
"Ok , six thirty AM . We will call you exactly on that time .",neutral,dailydialog_19311,0,Speaker,dailydialog
"I hate working on Christmas Eve ! Whoa ! Get a load of this guy ! Come in central , I think we ’ Ve got ourselves a situation here .",disgust,dailydialog_19312,0,Speaker,dailydialog
"Well , if you need some money to tide you over until payday , I can loan you some .",joy,dailydialog_19313,0,Speaker,dailydialog
"It depends on how long you take to pay it back . If we lend you ten thousand dollars at an annual interest rate of ten percent for forty eight months , you would have to pay each month a portion of the loan which is called the principal and another small portion of the annual interest rate . This of course is considering that you don ’ t default on a payment !",neutral,dailydialog_19314,0,Speaker,dailydialog
How does 7:30 sound ?,joy,dailydialog_19315,0,Speaker,dailydialog
Very much.What time ?,joy,dailydialog_19316,0,Speaker,dailydialog
"Yes , I usually develop and print all my own photos .",joy,dailydialog_19317,0,Speaker,dailydialog
Really ? We have only one chance every year .,surprise,dailydialog_19318,0,Speaker,dailydialog
"Well , we are finishing the shortlist interviews tomorrow , so we will certainly have a decision made by early next week . Miss Childs will call you to discuss more on Monday or Tuesday . How does that so",neutral,dailydialog_19319,0,Speaker,dailydialog
"Oh , my God . It's disaster . It makes my head look like a soccer ball .",anger,dailydialog_19320,0,Speaker,dailydialog
Could you please stop flipping the channels ?,anger,dailydialog_19321,0,Speaker,dailydialog
"Sure . I thought people only showed off pictures of their new babies , not new pets !",neutral,dailydialog_19322,0,Speaker,dailydialog
I think that's an excellent reason to like something .,joy,dailydialog_19323,0,Speaker,dailydialog
I guess I'm lending them to you ...,neutral,dailydialog_19324,0,Speaker,dailydialog
Watch out !,neutral,dailydialog_19325,0,Speaker,dailydialog
I like basketball . I really enjoy watching the NBA games on TV .,neutral,dailydialog_19326,0,Speaker,dailydialog
Thank you . It's very kind of you to invite me to such a beautiful place .,joy,dailydialog_19327,0,Speaker,dailydialog
"Ok , would you like some soup as well ?",neutral,dailydialog_19328,0,Speaker,dailydialog
"Which do you prefer , the linen one , the figured dacron or the brocade ?",neutral,dailydialog_19329,0,Speaker,dailydialog
"ok , Nathaniel . I'll have Ms . Collins call you back sometime tonight before 6 pm .",neutral,dailydialog_19330,0,Speaker,dailydialog
I'll call the bus charter later . And have you announced the itinerary of this journey to all of them ?,neutral,dailydialog_19331,0,Speaker,dailydialog
"Good , happy birthday to you !",joy,dailydialog_19332,0,Speaker,dailydialog
What about it ?,neutral,dailydialog_19333,0,Speaker,dailydialog
Why ? Do you have a robot girlfriend ?,neutral,dailydialog_19334,0,Speaker,dailydialog
So what happened next ?,neutral,dailydialog_19335,0,Speaker,dailydialog
I want to post it to Shanghai .,neutral,dailydialog_19336,0,Speaker,dailydialog
It's not good to start with too much work-out at the beginning . What about trying something else ?,neutral,dailydialog_19337,0,Speaker,dailydialog
Did you hear Peter just retired ?,neutral,dailydialog_19338,0,Speaker,dailydialog
"No , the show is almost sold out .",neutral,dailydialog_19339,0,Speaker,dailydialog
Really ? Well . Ok . Get the receipts out .,surprise,dailydialog_19340,0,Speaker,dailydialog
"She cannot get in Dutch with him . He is her boss , you know .",neutral,dailydialog_19341,0,Speaker,dailydialog
Yeah . That ’ s a good idea and you like to cook . What about the books ?,joy,dailydialog_19342,0,Speaker,dailydialog
Hey Jackie . What are you doing ?,neutral,dailydialog_19343,0,Speaker,dailydialog
Yes . When I saw the advertisement I thought it would really suit me .,neutral,dailydialog_19344,0,Speaker,dailydialog
"The first is accounting entity , and the second is going concern . The third is measuring unit . The fourth is accounting period , and the fifth is objectivity .",neutral,dailydialog_19345,0,Speaker,dailydialog
I am fed up with Jack . He is so weak in dealing with other people and always eats dirt .,anger,dailydialog_19346,0,Speaker,dailydialog
I doubt if I can pass it .,sadness,dailydialog_19347,0,Speaker,dailydialog
"Yes , but I prefer red wine with meat .",neutral,dailydialog_19348,0,Speaker,dailydialog
I really like apples and grapes .,joy,dailydialog_19349,0,Speaker,dailydialog
"Hello , there . I'd like to know about Clean Collection . My company in the US is going to send me a cheque . It's for my wages , but I'm not too sure about how to cash it here .",neutral,dailydialog_19350,0,Speaker,dailydialog
"Okay , sir , here you are . Thank you very much .",joy,dailydialog_19351,0,Speaker,dailydialog
I would like to have a new suit made . something in a dark blue wool .,neutral,dailydialog_19352,0,Speaker,dailydialog
I'm afraid I don't . I'm quite new in town .,neutral,dailydialog_19353,0,Speaker,dailydialog
I hear many teenagers will spend hours and hours sitting at computers . And they don't care about their own health at all . How about you ?,neutral,dailydialog_19354,0,Speaker,dailydialog
"It means there must be no naked flames or sparks anywhere near flammable materials . If the materials ignite , it could cause a serious fire and the fumes they give off can be very dangerous if you inhale them .",neutral,dailydialog_19355,0,Speaker,dailydialog
New York University hospital in New York City . What do you do ?,neutral,dailydialog_19356,0,Speaker,dailydialog
What color is her hair ?,neutral,dailydialog_19357,0,Speaker,dailydialog
Really ? Are you willing to recommend me for the position ?,surprise,dailydialog_19358,0,Speaker,dailydialog
I'm absolutely sure I'm right .,neutral,dailydialog_19359,0,Speaker,dailydialog
"I have cut the price the minimum . You know our freshener is a patent product , different from other kinds of fresheners . We could not have quitted it at such a low price if it were not for your past large orders . This price , actually , leaves us with a very small profit .",neutral,dailydialog_19360,0,Speaker,dailydialog
Please accept this tip .,joy,dailydialog_19361,0,Speaker,dailydialog
How about going to the suburbs ?,joy,dailydialog_19362,0,Speaker,dailydialog
I know . I have an idea that we get together to discuss this next week .,neutral,dailydialog_19363,0,Speaker,dailydialog
"Very well , I'll take these two .",joy,dailydialog_19364,0,Speaker,dailydialog
May I know your occupation ?,neutral,dailydialog_19365,0,Speaker,dailydialog
I'm sorry to say that this room service charge is yours .,neutral,dailydialog_19366,0,Speaker,dailydialog
I don't know anything about American food . What do you recommend ?,neutral,dailydialog_19367,0,Speaker,dailydialog
I'm glad you enjoy it .,joy,dailydialog_19368,0,Speaker,dailydialog
I'm trying to reach Robert please .,neutral,dailydialog_19369,0,Speaker,dailydialog
"Yes , my customers have started to complain too !",neutral,dailydialog_19370,0,Speaker,dailydialog
"Hopefully , he will be .",joy,dailydialog_19371,0,Speaker,dailydialog
Are you a happy married man ?,neutral,dailydialog_19372,0,Speaker,dailydialog
I will . Thank you for all .,joy,dailydialog_19373,0,Speaker,dailydialog
Yes . Do you have any specials today ?,neutral,dailydialog_19374,0,Speaker,dailydialog
I think I ’ ll be paying with cash .,neutral,dailydialog_19375,0,Speaker,dailydialog
and no hijackers .,neutral,dailydialog_19376,0,Speaker,dailydialog
"Well , I can help you pack . We should start looking for a new place for you ASAP .",neutral,dailydialog_19377,0,Speaker,dailydialog
The car has very sleek lines . I love it .,joy,dailydialog_19378,0,Speaker,dailydialog
Great ! When do you take over ?,joy,dailydialog_19379,0,Speaker,dailydialog
"I'm very pleased . We look forward to having you here , Miss Briggs .",joy,dailydialog_19380,0,Speaker,dailydialog
How nice of him !,joy,dailydialog_19381,0,Speaker,dailydialog
Which team won ?,neutral,dailydialog_19382,0,Speaker,dailydialog
"It's a great pleasure to meet you , Mr . White . I believe you have seen our exhibits in the showroom . What is it that particularly interests you ?",neutral,dailydialog_19383,0,Speaker,dailydialog
Again ?,surprise,dailydialog_19384,0,Speaker,dailydialog
Here you go . Anything else ?,neutral,dailydialog_19385,0,Speaker,dailydialog
I'll go together with you .,joy,dailydialog_19386,0,Speaker,dailydialog
Thanks for reminding me . It always slips my mind .,joy,dailydialog_19387,0,Speaker,dailydialog
"I'm sorry I can't bring better news , sir . The site is a disaster .",neutral,dailydialog_19388,0,Speaker,dailydialog
I really want to go to the beach this weekend .,neutral,dailydialog_19389,0,Speaker,dailydialog
"Oh , yes . Just show me where the fitting rooms are now . I can't wait to try this on .",joy,dailydialog_19390,0,Speaker,dailydialog
Just 10 more minutes .,neutral,dailydialog_19391,0,Speaker,dailydialog
It's beginning to spot .,neutral,dailydialog_19392,0,Speaker,dailydialog
Yeah . I saw a science program . It was quite interesting .,joy,dailydialog_19393,0,Speaker,dailydialog
5o dollars . Later you have to place your ticket near the sensor .,neutral,dailydialog_19394,0,Speaker,dailydialog
All right . I'll see you next time .,joy,dailydialog_19395,0,Speaker,dailydialog
That girl in my econ class . She is so hot .,neutral,dailydialog_19396,0,Speaker,dailydialog
"Dick , I ’ Ve decided not to rent that house .",neutral,dailydialog_19397,0,Speaker,dailydialog
"I'm sorry , Mr . Sandals , but we accept only MasterCard or VISA .",neutral,dailydialog_19398,0,Speaker,dailydialog
"yes , for the most part . It doesn't feel as bad as my other ailments , anyway .",neutral,dailydialog_19399,0,Speaker,dailydialog
Yeah . The autumn is marvelous here .,joy,dailydialog_19400,0,Speaker,dailydialog
"How are you doing , Andrew ?",neutral,dailydialog_19401,0,Speaker,dailydialog
Will you come to join us at dinner this evening ? My family will be happy to see you . And father misses you very much .,joy,dailydialog_19402,0,Speaker,dailydialog
I ’ ll be ready .,joy,dailydialog_19403,0,Speaker,dailydialog
"just let her know that the experience will be both amazing and rewarding . And more importantly , you can manage both your study and the job .",neutral,dailydialog_19404,0,Speaker,dailydialog
"I think meeting people . There are people from all over the country , all over the world , all walks of life which is the most interesting part of my job .",neutral,dailydialog_19405,0,Speaker,dailydialog
Did you see the news today ?,neutral,dailydialog_19406,0,Speaker,dailydialog
"On second thought , I will have a cup .",neutral,dailydialog_19407,0,Speaker,dailydialog
It's Friday .,neutral,dailydialog_19408,0,Speaker,dailydialog
I'll finish soon .,neutral,dailydialog_19409,0,Speaker,dailydialog
And ?,neutral,dailydialog_19410,0,Speaker,dailydialog
Our meal was absolutely perfect !,joy,dailydialog_19411,0,Speaker,dailydialog
"Secondly , you need to create a good image in a limited time .",neutral,dailydialog_19412,0,Speaker,dailydialog
Okay . Thank you .,neutral,dailydialog_19413,0,Speaker,dailydialog
It's all good . I'll show you all the right moves . My name's Malik .,joy,dailydialog_19414,0,Speaker,dailydialog
Suit yourself . Don ’ t forget to set the alarm clock .,neutral,dailydialog_19415,0,Speaker,dailydialog
Would you like to make another appointment ?,neutral,dailydialog_19416,0,Speaker,dailydialog
I've never given a speech in front of a thousand people before .,joy,dailydialog_19417,0,Speaker,dailydialog
That's good !,joy,dailydialog_19418,0,Speaker,dailydialog
"Cindy , I'm scared .",fear,dailydialog_19419,0,Speaker,dailydialog
does your family have a record of your ancestors ?,neutral,dailydialog_19420,0,Speaker,dailydialog
That's perfect . I will definitely do well .,joy,dailydialog_19421,0,Speaker,dailydialog
Another piece of meat pie ?,joy,dailydialog_19422,0,Speaker,dailydialog
"I think it's soon , maybe in a few months . It was renewed in Beijing , so the new expiry date is on the last page .",neutral,dailydialog_19423,0,Speaker,dailydialog
Now we've given a CIF Shanghai price for some steel plates . What insurance rate do you suggest we should get ?,neutral,dailydialog_19424,0,Speaker,dailydialog
"Ok , I'm Tom .",neutral,dailydialog_19425,0,Speaker,dailydialog
"Yes , of course . Most of the time , when they travel , they prefer to do so in large groups accompanied by a guide , who usually takes care of everything , for instance , choosing the restaurants , the itinerary , the mode of transport , and things like that . Another thing is that most travelers to the UK tend to be middle aged , around 40 to 50 or so . This age group is less adventurous ; they like good hotels , and have money to spend . They kind of prefer to stay in the cities where they feel safer . They are not into mountain climbing in Wales or anything .",neutral,dailydialog_19426,0,Speaker,dailydialog
It ’ s Alex ... Have I got some great news ! We got the Baker account . It ’ s all ours !,joy,dailydialog_19427,0,Speaker,dailydialog
It ’ s too old . And it isn ’ t as specious as I expected .,disgust,dailydialog_19428,0,Speaker,dailydialog
"Yes , that'd be all right .",joy,dailydialog_19429,0,Speaker,dailydialog
Is she American ?,neutral,dailydialog_19430,0,Speaker,dailydialog
"Ha-ha , sure not a problem ! Here you are.Now off you go and away to bed . If you have any questions just give me a call ! Feel better soon and take care .",neutral,dailydialog_19431,0,Speaker,dailydialog
"Okay . BBS , an online service , offers a wide variety of online games , files , one-on-one chat , message areas , private mail , and participate forums .",joy,dailydialog_19432,0,Speaker,dailydialog
"It's a nice color , and the style is not bad , but a bit too small . I'd like to get a slightly larger one .",neutral,dailydialog_19433,0,Speaker,dailydialog
"It certainly is . You can do almost anything with it , anytime , anywhere .",neutral,dailydialog_19434,0,Speaker,dailydialog
I'll check it for you ... sorry to keep you waiting . I've found it.Is this yours ?,joy,dailydialog_19435,0,Speaker,dailydialog
I'm afraid you've got the wrong extension number .,neutral,dailydialog_19436,0,Speaker,dailydialog
Sure . At present one dollar is equal to 6.4392 yuan . How many dollars would you like to change ?,neutral,dailydialog_19437,0,Speaker,dailydialog
"I'm busy year in and year out , but now I've done nothing .",sadness,dailydialog_19438,0,Speaker,dailydialog
Here's your change . Thank you .,neutral,dailydialog_19439,0,Speaker,dailydialog
Yeah . I shouldn't stress about this anymore . It's not like I can do anything about it .,joy,dailydialog_19440,0,Speaker,dailydialog
I guess you are right . What do you think I should do ? He wasn ’ t always this grouchy you know ...,neutral,dailydialog_19441,0,Speaker,dailydialog
That sounds ideal . Can we go to have a look at it ? we'd like to see it before making a final decision .,joy,dailydialog_19442,0,Speaker,dailydialog
Where ’ s my wallet ? Someone has stolen my wallet !,surprise,dailydialog_19443,0,Speaker,dailydialog
What about if I find a job that I know will only last for a couple of weeks ? Can I take it ?,neutral,dailydialog_19444,0,Speaker,dailydialog
Can I give you a hand ?,joy,dailydialog_19445,0,Speaker,dailydialog
No problem . Here it is .,neutral,dailydialog_19446,0,Speaker,dailydialog
Did you enjoy yourself ?,neutral,dailydialog_19447,0,Speaker,dailydialog
Does it have questions about foreign language films ? There's hardly any American films worth watching .,neutral,dailydialog_19448,0,Speaker,dailydialog
"I know . But there's no point in making her feel worse , isn't there ?",neutral,dailydialog_19449,0,Speaker,dailydialog
"I have been working really hard , and sleep has not been a priority .",neutral,dailydialog_19450,0,Speaker,dailydialog
"I know . It's going to save me a lot of money , I hope .",joy,dailydialog_19451,0,Speaker,dailydialog
You seemed to be fed up with Mary .,neutral,dailydialog_19452,0,Speaker,dailydialog
Hey Mike . What are you doing ?,neutral,dailydialog_19453,0,Speaker,dailydialog
"Oh , come on . Let's not beat a dead horse .",neutral,dailydialog_19454,0,Speaker,dailydialog
There are a lot of papers !,surprise,dailydialog_19455,0,Speaker,dailydialog
Thank you for a very enjoyable evening and your hospitality .,joy,dailydialog_19456,0,Speaker,dailydialog
I am very active and energetic . I approach things enthusiastically and I don't like leaving them half done .,neutral,dailydialog_19457,0,Speaker,dailydialog
"Well then , I'll keep you in the loop . Thank you for your help today .",joy,dailydialog_19458,0,Speaker,dailydialog
You are right . Maybe we should work out a fitness plan and start to do more exercise . Sitting around in the office all day is no way of keeping fit .,joy,dailydialog_19459,0,Speaker,dailydialog
"I'm going to New York for the first time , but I don't have a tour guide . Can you give me any suggestions ?",neutral,dailydialog_19460,0,Speaker,dailydialog
I have tickets to The Phantom of the Opera on Friday night . Would you like to go ?,joy,dailydialog_19461,0,Speaker,dailydialog
"She likes to complain about her macho husband and her “ bambinos ” , but she loves them all dearly .",joy,dailydialog_19462,0,Speaker,dailydialog
I have it already .,neutral,dailydialog_19463,0,Speaker,dailydialog
"Go straight then turn right , and you will see a big bus station there .",neutral,dailydialog_19464,0,Speaker,dailydialog
"Well , I don't want to take any chances . Besides , cartons are easy to cut open , and this increases the risk of pilferage .",neutral,dailydialog_19465,0,Speaker,dailydialog
It's a good thing that I have choices here . Can you tell me about the one on Saturday ?,neutral,dailydialog_19466,0,Speaker,dailydialog
"Sure , I ’ d be glad to help you straighten things out . Why don ’ t I stop by at about seven thirty ?",joy,dailydialog_19467,0,Speaker,dailydialog
"Wait , Jimmy , it ’ s cold outside . Put a hat on !",neutral,dailydialog_19468,0,Speaker,dailydialog
I need to know about the fees .,neutral,dailydialog_19469,0,Speaker,dailydialog
"that smells great . I'll take one bottle , please .",joy,dailydialog_19470,0,Speaker,dailydialog
"This is Manager Liang's office , what can I do for you ?",neutral,dailydialog_19471,0,Speaker,dailydialog
"I heard one observer even said ' It was a song sung in Spanish for international football , and he made it so popular that even the Americans loved it . '",joy,dailydialog_19472,0,Speaker,dailydialog
It's a branch of the Bank of America in Beijing .,neutral,dailydialog_19473,0,Speaker,dailydialog
Do you have a boyfriend ?,neutral,dailydialog_19474,0,Speaker,dailydialog
It takes about half an hour to get there .,neutral,dailydialog_19475,0,Speaker,dailydialog
Which spices are you going to add to the meat ?,neutral,dailydialog_19476,0,Speaker,dailydialog
"oh , Sam ! Is this your dog ?",neutral,dailydialog_19477,0,Speaker,dailydialog
How awful ! Was he hurt ?,sadness,dailydialog_19478,0,Speaker,dailydialog
"Oh , my god ! My wallet is lost . What should I do ? It drives me bonkers .",sadness,dailydialog_19479,0,Speaker,dailydialog
"Alright , all joking aside , what kinds of moves do you like ?",joy,dailydialog_19480,0,Speaker,dailydialog
Do you have the bank card in Japan ?,neutral,dailydialog_19481,0,Speaker,dailydialog
It is very nice .,neutral,dailydialog_19482,0,Speaker,dailydialog
So you guys should be always busy .,neutral,dailydialog_19483,0,Speaker,dailydialog
we were planning on walking both ways since the weather is still nice .,neutral,dailydialog_19484,0,Speaker,dailydialog
Good.If you happen to see Jim and Bob on the way see if they would like a game of singsong .,joy,dailydialog_19485,0,Speaker,dailydialog
Do you have a copy of our service contract with Telecoms ? I'm not happy with their response time and I'd like to check the terms and conditions of the contract .,neutral,dailydialog_19486,0,Speaker,dailydialog
"My plans aren't until later , so I'll clean it before I go .",neutral,dailydialog_19487,0,Speaker,dailydialog
How were your scores in university ?,neutral,dailydialog_19488,0,Speaker,dailydialog
Oh . Current account don ’ t pay our interest .,neutral,dailydialog_19489,0,Speaker,dailydialog
I'd like my deck to be at the same level as the back door .,neutral,dailydialog_19490,0,Speaker,dailydialog
"Really ? That's unusual for October , isn't it ?",surprise,dailydialog_19491,0,Speaker,dailydialog
What is the material of this dress ?,neutral,dailydialog_19492,0,Speaker,dailydialog
"Yes , It's Henrylee@yahoo.com .",neutral,dailydialog_19493,0,Speaker,dailydialog
"I use several services . Of course , I deposit and withdraw money quite often . I often use my ATM card to take money out of my current account . I use my bank to exchange money from once currency to another . I often travel abroad , you see .",neutral,dailydialog_19494,0,Speaker,dailydialog
Which side are you on ?,joy,dailydialog_19495,0,Speaker,dailydialog
Would you be interested in chocolate-covered strawberries with the champagne ?,neutral,dailydialog_19496,0,Speaker,dailydialog
"Yes , you could if it's kept intact . But don't you want to get a bigger size ?",neutral,dailydialog_19497,0,Speaker,dailydialog
"Actually , you do not need to go into the office to file a claim . You can do it over the phone or the Internet .",neutral,dailydialog_19498,0,Speaker,dailydialog
Are you done ?,anger,dailydialog_19499,0,Speaker,dailydialog
"Clean up the mess first , then fit a new seal and check the valve .",neutral,dailydialog_19500,0,Speaker,dailydialog
"I ’ m really sorry , Mr . Samuel . I really don ’ t remember that .",sadness,dailydialog_19501,0,Speaker,dailydialog
"I am going to send you for a CT scan , and I will see you again when we see the results .",neutral,dailydialog_19502,0,Speaker,dailydialog
All right . Thank you very much for your help .,joy,dailydialog_19503,0,Speaker,dailydialog
That ’ s a lot of money .,sadness,dailydialog_19504,0,Speaker,dailydialog
I think you can go to visit the museum . It's worth seeing . You can go to the square some other time .,joy,dailydialog_19505,0,Speaker,dailydialog
"Mr . Smith , this is your schedule .",neutral,dailydialog_19506,0,Speaker,dailydialog
"She came over last weekend . She is a nice girl but there's something about her voice that really creeps me out . I tried to smile and be polite , but the whole time all I could think was "" what's wrong with your voice ? """,neutral,dailydialog_19507,0,Speaker,dailydialog
"No , sir . So far it is the least expensive suite for tomorrow night .",neutral,dailydialog_19508,0,Speaker,dailydialog
Naughty ? I'm naughty ? I'm just clever . So I only do the things I am interested in .,surprise,dailydialog_19509,0,Speaker,dailydialog
Yes . Sure . You do have storage service . When will be checking out tomorrow ?,neutral,dailydialog_19510,0,Speaker,dailydialog
Our dress and grooming are probably the first thing an interviewer judges us by .,neutral,dailydialog_19511,0,Speaker,dailydialog
I need some advice about my fixed deposits .,neutral,dailydialog_19512,0,Speaker,dailydialog
You mean the one starring John Travolta ?,joy,dailydialog_19513,0,Speaker,dailydialog
Check the drawer .,neutral,dailydialog_19514,0,Speaker,dailydialog
What year is it ?,neutral,dailydialog_19515,0,Speaker,dailydialog
"Exactly ! Oh , my god ! I love Britney ! I'm going to get it .",joy,dailydialog_19516,0,Speaker,dailydialog
About 6:00 .,joy,dailydialog_19517,0,Speaker,dailydialog
"Good , because my friend Wendy is getting married and I ’ m organizing her party !",joy,dailydialog_19518,0,Speaker,dailydialog
How long until you contact the sellers with my acceptance ?,neutral,dailydialog_19519,0,Speaker,dailydialog
"It should have been , but it wasn ’ t .",neutral,dailydialog_19520,0,Speaker,dailydialog
"Believe it or not , the company I worked for closed down , so I ’ m out of a job .",sadness,dailydialog_19521,0,Speaker,dailydialog
Good luck .,joy,dailydialog_19522,0,Speaker,dailydialog
I am going to send you to a neurologist for a few tests .,neutral,dailydialog_19523,0,Speaker,dailydialog
I will pick you up at your hotel at eight in the morning .,neutral,dailydialog_19524,0,Speaker,dailydialog
This pamphlet shows you what restaurants and movie theaters have discounts.And twice every semester we will send you a new issue of the pamphlet.The Bucky Card has just started.Every couple months we have new businesses joining our program.It ' s a great way for students to save money !,joy,dailydialog_19525,0,Speaker,dailydialog
Do you know how late it is ?,anger,dailydialog_19526,0,Speaker,dailydialog
Better luck this time .,joy,dailydialog_19527,0,Speaker,dailydialog
When is the last time you talked to you parents ?,neutral,dailydialog_19528,0,Speaker,dailydialog
Why do you want to take the police to court ?,neutral,dailydialog_19529,0,Speaker,dailydialog
"Well , it's the classic love story between two people from conflicting backgrounds . But besides a beautiful story , the cinematography is great . There is some really dramatic footage . It's really quite a visual feast . And the soundtrack is moving .",joy,dailydialog_19530,0,Speaker,dailydialog
"Get in slowly , sweetie . You'll get used to it . I'm gonna go and make you some chicken soup .",neutral,dailydialog_19531,0,Speaker,dailydialog
"Hi , Mike . We're having a party tonight , wanna come join us ? You can bring your girlfriend .",neutral,dailydialog_19532,0,Speaker,dailydialog
It is thoughtful . I will take it .,joy,dailydialog_19533,0,Speaker,dailydialog
How nice .,joy,dailydialog_19534,0,Speaker,dailydialog
Do you have a problem with your account ?,neutral,dailydialog_19535,0,Speaker,dailydialog
You mean I should please her by following her suggestion .,neutral,dailydialog_19536,0,Speaker,dailydialog
"Ok , hold it . Remember to be punctual next time 。",neutral,dailydialog_19537,0,Speaker,dailydialog
I don't know what a bench warrant is .,anger,dailydialog_19538,0,Speaker,dailydialog
No way . Her old man is rich . He buys her anything she wants .,neutral,dailydialog_19539,0,Speaker,dailydialog
Sure . It's undoubtedly one of the biggest classical music events . Have you ever been to the live show ?,joy,dailydialog_19540,0,Speaker,dailydialog
"Yes , I would have to agree with you . It seems to offer more options than the others . But new product sometimes has a few troubles . How about yours ?",neutral,dailydialog_19541,0,Speaker,dailydialog
"I'm glad you feel that way.We ' ll leave in about ten minutes , alright ?",joy,dailydialog_19542,0,Speaker,dailydialog
Your daughter looks like her mother .,joy,dailydialog_19543,0,Speaker,dailydialog
Don't be silly ! I know how to use knives and forks .,neutral,dailydialog_19544,0,Speaker,dailydialog
How about climbing up the Fragrant Mountain tomorrow ?,joy,dailydialog_19545,0,Speaker,dailydialog
This room is filthy with cockroaches .,neutral,dailydialog_19546,0,Speaker,dailydialog
"Oh , don ’ t talk to me about last night ! It was the most awful evening I ’ Ve ever had .",anger,dailydialog_19547,0,Speaker,dailydialog
"What do you mean , Mom ? For breaking your best china ?",neutral,dailydialog_19548,0,Speaker,dailydialog
"What time is it , Tom ?",neutral,dailydialog_19549,0,Speaker,dailydialog
What's the advantage about tea ?,neutral,dailydialog_19550,0,Speaker,dailydialog
